ﻣن اﻟﻌواﻣل اﻟﻣؤﺛرة ﻋﻠﻰ اﻟطﻠب ‪.............‬‬,‫ ﺳﻌر اﻟﺑﺿﺎﻋﺔ واﻟدﺧل ﻟﻠﻔرد‬ ‫‪‬‬,‫ﺣﺟم اﻟﺳوق اﻟﻔﻌﺎل واﻟﺗرﻛﯾﺑﺔ اﻟدﯾﻣوﻏراﻓﯾﺔ ﻟﻠﺳﻛﺎن‬‫‪‬‬,‫ﺟﻣﯾﻊ ﻣﺎ ﺳﺑق‬‫  ‬,3
ﻓﻰ ﻗﺎﻧون اﻟﻌرض اﻟﻌﻼﻗﺔ ﺑﯾن اﻟﺳﻌر واﻟﻛﻣﯾﺔ اﻟﻣﻌروﺿﺔ ‪...........‬‬,‫طردﯾﺔ‬ ‫  ‬,‫ﻋﻛﺳﯾﺔ‬ ‫‪‬‬,"‫ ﻻ ﺗوﺟد ﻋﻼﻗﺔ ﺑﯾﻧﮭﻣﺎ‬ ‫‪‬‬",1
........... ھﻰ درﺟﺔ ﺣﺳﺎﺳﯾﺔ اﻟﻣؤﺷر إﻟﻰ اﻟﺗﻐﯾر ﺑﺎﻟﺳﻌر أو ﻧﺳﺑﺔ اﻟﺗﻐﯾر ﻓﻰ ﻛﻣﯾﺔ اﻟطﻠب ﺑﺳﺑب اﻟﺗﻐﯾر ﻓﻰ اﻟﺳﻌر‬,‫اﻟﻌرض‬‫‪‬‬,‫اﻟﻣروﻧﺔ‬‫  ‬,‫ اﻟطﻠب‬ ‫‪‬‬,2
ﻋﻧدﻣﺎ ﺗﻛون اﻟﺳﻠﻊ ﻋدﯾﻣﺔ اﻟﻣروﻧﺔ أى ﻣﮭﻣﺎ ﻛﺎن اﻟﺳﻌر ﻓﺈن اﻟﻛﻣﯾﺔ اﻟﻣطﻠوﺑﺔ ﺛﺎﺑﺗﺔ  ﻓﺈن اﻟﻣروﻧﺔ ﺗﻛون ‪.........‬‬,‫ﺻﻔر‬‫  ‬,‫ واﺣد‬‫‪‬‬,‫ ﻻ ﻧﮭﺎﺋﯾﺔ‬‫‪‬‬,1
ﻋﻧدﻣﺎ ﺗﻛون اﻟﺳﻠﻊ ﻣﺗﺳﺎوﯾﺔ اﻟﻣروﻧﺔ ﻓﺈن اﻟﻣروﻧﺔ ﺗﻛون‪.........‬‬,‫ﺻﻔر‬‫‪‬‬,‫ واﺣد‬‫  ‬,‫ ﻻ ﻧﮭﺎﺋﯾﺔ‬‫‪‬‬,2
ﻋﻧدﻣﺎ ﺗﻛون اﻟﺳﻠﻌﺔ ﻻ ﻧﮭﺎﺋﯾﺔ اﻟﻣروﻧﺔ ﻓﮭذإ ﯾﻌﻧﻰ أﻧﮫ ‪.........‬‬,‫‪ ‬ﻣﮭﻣﺎ ﻛﺎن اﻟﺳﻌرﻓﺎﻟﻛﻣﯾﺔ اﻟﻣطﻠوﺑﺔ ﺛﺎﺑﺗﺔ‬,‫‪ ‬ﺣﺳب اﻟﻛﻣﯾﺔ اﻟﻣطﻠوﺑﺔ ﯾﺗﻐﯾراﻟﺳﻌر‬,"‫ﻣﮭﻣﺎ ﻛﺎﻧت اﻟﻛﻣﯾﺔ اﻟﻣطﻠوﺑﺔ ﻓﺎﻟﺳﻌر ﺛﺎﺑت‬ ",3
اﻟﻧﻘطﺔ اﻟﺗﻰ ﯾﺗﺣﻘق ﻓﯾﮭﺎ اﻟﺗوازن ﺑﯾن اﻟﻌرض واﻟطﻠب أى ﻻ ﯾﻛون ھﻧﺎك ﻓﺎﺋض أو ﻧﻘص ‪.......‬‬,‫اﻟﺳﻌر اﻟﻣﺗوازن‬ ‫  ‬,‫اﻟﻣروﻧﺔ‬‫‪‬‬,‫اﻟﺗﻧﻣﯾﺔ اﻻﻗﺗﺻﺎدﯾﺔ‬‫‪‬‬,‫اﻟﺳﻌر اﻟﻣﺛﺎﻟﻰ‬‫‪‬‬,1
اﻟﻣروﻧﺔ = ‪.........................................‬‬,‫ﻧﺳﺑﺔ اﻟﺗﻐﯾر ﻓﻲ اﻟﻛﻣﯾﺔ ÷ ‪‬ﻧﺳﺑﺔ اﻟﺗﻐﯾر ﻓﻲ اﻟﺳﻌر‬ ‫  ‬,‫ﻧﺳﺑﺔ اﻟﺗﻐﯾر ﻓﻲ اﻟﺳﻌر ÷ ‬ﻧﺳﺑﺔ اﻟﺗﻐﯾر ﻓﻲ اﻟﻛﻣﯾﺔ‬ ‫‪‬‬,‫ﻧﺳﺑﺔ اﻟﺗﻐﯾر ﻓﻲ اﻟﻌرض ÷‪ ‬ﻧﺳﺑﺔ اﻟﺗﻐﯾر ﻓﻲ اﻟطﻠب‬ ‫‪‬‬,‫ﻧﺳﺑﺔ اﻟﺗﻐﯾر ﻓﻲ اﻟطﻠب ÷ ‬ﻧﺳﺑﺔ اﻟﺗﻐﯾر ﻓﻲ اﻟﻌرض‬ ‫‪‬‬,1
......... ھﻰ أﺳﺎس اﻻﻗﺗﺻﺎد اﻻﺳﻼﻣﻰ وﻋﻣﺎده وھﻰ اﻟﺻﻔﺔ اﻟﻣﻣﯾزة ﻟﮫ ﻋن ﻏﯾره ﻣن اﻟﻧظم‬,‫ اﻟﻣﻠﻛﯾﺔ اﻟﺧﺎﺻﺔ‬‫‪‬‬,‫اﻟﻣﺷﺎرﻛﺔ ﻓﻰ اﻟﻣﺧﺎطر‬‫  ‬,‫ اﻟﺗراﺿﻰ‬ ‫‪‬‬,‫ﺟﻣﯾﻊ ﻣﺎ ﺳﺑق‬ ‫‪‬‬,2
ﻣن ﻣﺣظورات اﻟﻧظﺎم اﻻﻗﺗﺻﺎدى اﻻﺳﻼﻣﻰ ‪..........‬‬,‫ اﻟرﺑﺎ واﻻﺣﺗﻛﺎر‬ ‫‪‬‬,‫اﻻﺗﺟﺎر ﻓﻰ اﻟﻣﺣرﻣﺎت‬‫‪‬‬,‫ﺑﯾﻊ اﻟﻌﯾﻧﺔ‬‫‪‬‬,‫ﺟﻣﯾﻊ ﻣﺎ ﺳﺑق‬ ‫  ‬,4
.......... ھو ﺑﯾﻊ ﻏﯾر اﻟﻣﻌﻠوم ﻣﺛل ﺑﯾﻊ اﻟﺳﻣك ﻓﻰ اﻟﻣﺎء أو أﻧواع اﻟﻣﻘﺎﻣرة اﻟﺗﻰ ﻧراھﺎ ﻣﻧﺗﺷرة ﻓﻰ ﻣﺳﺎﺑﻘﺎت‬ اﻟﻔﺿﺎﺋﯾﺎت وﺷرﻛﺎت اﻟﮭواﺗف‬,‫ ﺑﯾﻊ اﻟﻌﯾﻧﺔ‬ ‫‪‬‬,‫اﻻﺣﺗﻛﺎر‬ ‫‪‬‬,‫اﻟرﺑﺎ‬ ‫‪‬‬,‫ ﺑﯾﻊ اﻟﻐرر‬‫  ‬,4
ﻣن اﻻدوات اﻻﺳﺗﺛﻣﺎرﯾﺔ ﻓﻰ اﻟﻧظﺎم اﻻﺳﻼﻣﻰ ‪..........‬‬,‫ﻣوارد اﻟدوﻟﺔ واﻟﻣﻠﻛﯾﺔ اﻟﺧﺎﺻﺔ‬‫‪‬‬,‫اﻟﻣﺿﺎرﺑﺔ واﻟﻣراﺑﺣﺔ واﻟﻣﺷﺎرﻛﺔ‬‫  ‬,‫ﺟﻣﯾﻊ ﻣﺎ ﺳﺑق‬‫‪‬‬,‫ ﻟﯾس ﻣﻣﺎ ﺳﺑق‬‫‪‬‬,2
"........ أن ﯾﺷﺗرى ﺻﺎﺣب اﻟﻣﺎل أو اﻟﻣﺳﺗﺛﻣر ﻋﻘﺎرا أو ﻣﻌدات ﺑﻐرض ﺗﺄﺟﯾرھﺎ وﯾﻛون ھذا اﻻﯾﺟﺎر ﺑﻌد‬ ‫ﻣﺻروﻓﺎت اﻟﺻﯾﺎﻧﺔ ھو رﺑﺢ اﻟﻧﺷﺎط اﻟﺗﺟﺎرى‬",‫ اﻹﺟﺎرة‬ ‫  ‬,‫ اﻟﺳﻠم‬‫‪‬‬,‫اﻟﻣﺿﺎرﺑﺔ‬ ‫‪‬‬,‫اﻟﻣراﺑﺣﺔ‬‫‪‬‬,1
.......... ھﻰ اﻟﺻورة اﻟﻌﻛﺳﯾﺔ ﻟﻠﺑﯾﻊ اﻵﺟل ﻓﻔﯾﮭﺎ ﯾﺗم دﻓﻊ اﻟﻣﺎل ﻣﻘﺎﺑل ﺳﻠﻌﺔ آﺟﻠﺔ ﻋﻠﻰ أن ﺗﻛون اﻟﺳﻠﻌﺔ ﻣﺣددة‬ وﻣوﺻوﻓﺔ وﺻﻔﺎ ﯾرﻓﻊ اﻟﺧﻼف‬,‫اﻟﻣراﺑﺣﺔ‬‫‪‬‬,‫ اﻟﻣﺷﺎرﻛﺔ‬ ‫‪‬‬,‫ اﻟﻣﺿﺎرﺑﺔ‬ ‫‪‬‬,‫ اﻟﺳﻠم‬‫  ‬,4
"ﻣؤﻟف ﻛﺗﺎب ""أﺳﺎﺳﯾﺎت اﻟﺗﺣﻠﯾل اﻻﻗﺗﺻﺎدي"" ﻋﺎم ‪۱۹٤۷‬‬",‫ﺟوزﯾف ﺷوﻣﺑﯾﺗر‬ ‫‪‬‬,‫ ﺑول ﺳﺎﻣوﯾﻠﺳون‬‫  ‬,‫ﺟون ﻣﯾﻧﺎرد ﻛﯾﻧز‬ ‫‪‬‬,‫آدم ﺳﻣﯾث‬ ‫‪‬‬,2
ﻧﺷر ﻛﺗﺎب ‪....... .............‬ﻟﻠﻛﺎﺗب آدم ﺳﻣﯾث اﻋﺗﺑر ﺑﻣﺛﺎﺑﺔ ﻧﻘطﺔ اﻟﺑداﯾﺔ ﻟوﻻدة ﻋﻠم اﻻﻗﺗﺻﺎد‬ ‫ﻛﻔرع ﻋﻠﻣﻲ ﻣﻧﻔﺻل وﻣﺗﺧﺻص‬,‫أﺳﺎﻟﯾب اﻟﺗﺣﻠﯾل اﻻﻗﺗﺻﺎدى‬ ‫‪‬‬,‫ اﻟﺗﻧﻣﯾﺔ اﻻﻗﺗﺻﺎدﯾﺔ‬‫‪‬‬,"‫اﻟﻘوﻣﯾﺔ اﻻﻗﺗﺻﺎدﯾﺔ‬ ‫‪‬‬‫","ﺛروة اﻷﻣم‬‬ ",4
